,entry_id,entity_id,accession
107058,1t1q,1,P01308
107059,1t20,2,P61769
107060,1t21,1,P04439
107061,1t22,1,P04439
107062,1t26,1,Q27743
107063,1t2a,1,O60547
107064,1t2c,1,Q27743
107065,1t2q,2,P01821
107066,1t2r,2,Q9VUQ5
107067,1t2y,1,P02807
107068,1t3a,1,Q00496
107069,1t3e,2,P20781
107070,1t3l,2,P07293
107071,1t3o,1,P33911
107072,1t4e,1,Q00987
107073,1t4u,3,P28504
107074,1t50,1,O96910
107075,1t52,1,Q8MMJ7
107076,1uk1,1,P09874
107077,1uk2,1,P0C6U8
107078,1ukc,1,Q6ED33
107079,1ukh,1,P45983
107080,1ukh,2,Q9WVI9
107081,1ulg,1,Q9P4R8
107082,1uli,1,Q53122
107083,1um4,2,Q6PYX1
107084,1umf,1,P56122
107085,1uml,1,P56658
107086,1un5,1,P03950
107087,1unh,1,Q00535
107088,1unp,1,P31749
107089,1uom,1,P03372
107090,1vyc,1,P83346
107091,1vyk,1,P12301
107092,1vyr,1,P71278
107093,1vyt,2,P22002
107094,1vzq,1,P00734
107095,1q0y,2,Q9D9B8
107096,1q16,2,P11349
107097,1q16,3,P11350
107098,1q1p,1,P09803
107099,1q1r,1,P16640
107100,1q23,1,P62577
107101,1q24,2,Q71U53
107102,1q2b,1,P62694
107103,1q2e,1,P62694
107104,1q2n,1,P38507
107105,1q2o,1,P29473
107106,1q2w,1,P0C6X7
107107,1q3d,1,P49841
107108,1q3p,1,Q9WV48
107109,1q3w,1,P49841
107110,1q3y,1,P03366
107111,1q3z,1,P03366
107112,1q4v,2,P01308
107113,1q54,1,Q46822
107114,1q57,1,P03692
107115,1ua2,1,P50613
107116,1uae,1,P0A749
107117,1uax,1,O59351
107118,1ub5,1,P01867
107119,1ub7,1,Q7SI99
107120,1ubm,2,P21852
107121,1ubp,2,P41021
107122,1uc9,1,Q5SH23
107123,1ucc,1,P23540
107124,1ucw,1,P0A870
107125,1ucy,4,P68108
107126,1ude,1,O59570
107127,1udo,1,O67069
107128,1uef,2,P35546
107129,1uex,1,Q7LZK5
107130,1uey,1,Q92823
107131,1uf7,1,P60327
107132,1ufb,1,P83963
107133,1uff,1,Q9NZM3
107134,1rr2,1,Q70AC7
107135,1rrx,1,P42212
107136,1rrz,1,P26649
107137,1rsf,1,P78310
107138,1rsx,1,P02632
107139,1rt3,2,P04585
107140,1rt9,1,P00491
107141,1rtl,1,P26664
107142,1rtl,2,O39914
107143,1rtn,1,P13501
107144,1ru1,1,P26281
107145,1ru3,1,P83789
107146,1ruc,4,P03303
107147,1rug,4,P03303
107148,1ruk,2,P01865
107149,1ruy,2,P18875
107150,1rv4,1,P07511
107151,1rv7,1,Q9QM22
107152,1rvd,1,P01112
107153,1rvf,3,P03303
107154,1rw4,1,P00459
107155,1rwj,1,Q74BP5
107156,1r0y,1,P26361
107157,1r1a,4,P23008
107158,1r1c,1,P00282
107159,1r1r,1,P00452
107160,1r21,1,P46013
107161,1r29,1,P41182
107162,1r2c,1,P07173
107163,1r2g,1,Q07817
107164,1r2k,1,P0AEZ9
107165,1r38,1,O74237
107166,1r3i,1,P01837
107167,1r3j,3,P0A334
107168,1r3k,1,P01837
107169,1r3k,2,P01868
107170,1r3l,3,P0A334
107171,1r49,3,P11387
107172,1r4a,1,P61212
107173,1sqo,1,P00749
107174,1sqp,1,P31800
107175,1sqq,6,P00129
107176,1sqr,1,Q8TZV6
107177,1sqw,1,Q9Y221
107178,1sqx,2,P23004
107179,1sqx,3,P00157
107180,1sqx,7,P13272
107181,1sr0,1,Q6TMG6
107182,1sr4,2,O06523
107183,1sr5,1,P01008
107184,1sr6,2,P13543
107185,1srd,1,P07505
107186,1ss9,1,Q93EK7
107187,1ssb,2,P61823
107188,1sse,1,P19880
107189,1ssg,1,P00940
107190,1ssx,1,P00778
107191,1st0,1,Q96C86
107192,1stc,2,P61926
107193,1sub,1,P00782
107194,1sue,1,P00782
107195,1suj,1,Q9PTE7
107196,1suq,1,P03366
107197,1suu,1,O51396
107198,1suw,1,O30297
107199,1sve,2,P61926
107200,1svf,2,P04849
107201,1svi,1,P38424
107202,1svs,1,P10824
107203,1svu,1,P05102
107204,1svv,1,E9AC39
107205,1sw0,1,P00940
107206,1sw1,1,O29280
107207,1sw7,1,P00940
107208,1pu1,1,O26773
107209,1pu8,1,O25323
107210,1pu9,1,Q27198
107211,1puf,4,P40424
107212,1puo,1,P30438
107213,1pux,1,P06628
107214,1pv6,1,P02920
107215,1pvg,1,P06786
107216,1pvj,1,P0C0J0
107217,1pvq,3,P06956
107218,1pvt,1,Q9X0G1
107219,1pw6,1,P60568
107220,1px2,1,P09951
107221,1px4,1,P00722
107222,1pxb,1,P20586
107223,1pxg,1,P28720
107224,1pxk,1,P24941
107225,1pxq,1,O07623
107226,1rac,1,P0A786
107227,1rad,2,P0A7F3
107228,1rah,1,P0A786
107229,1ras,1,P61823
107230,1rav,1,P02701
107231,1rb0,1,P26281
107232,1rb7,1,Q12178
107233,1rbc,1,P61823
107234,1rbf,1,P61823
107235,1rbp,1,P02753
107236,1rc0,1,P22102
107237,1rc5,1,O67082
107238,1rcc,1,P07797
107239,1rch,1,P0A7Y4
107240,1rci,1,P07797
107241,1rdi,1,P08661
107242,1rdk,1,P08661
107243,1rdr,1,P03300
107244,1rdt,2,Q15788
107245,1re0,2,P47102
107246,1re1,1,P42574
107247,1re1,2,P42574
107248,1re4,3,P02679
107249,1rea,1,P0A7G6
107250,1rec,1,P21457
107251,1req,1,P11653
107252,1res,1,P03012
107253,1rey,1,P61626
107254,1v4s,1,P35557
107255,1v4x,2,Q8AYM1
107256,1v50,1,P31949
107257,1v54,1,P00396
107258,1v54,2,P68530
107259,1v54,8,P00429
107260,1v54,10,P07470
107261,1v55,3,P00415
107262,1v5s,1,Q03141
107263,1v5t,1,Q8BGR9
107264,1v6b,1,Q9ES64
107265,1v6n,1,P02872
107266,1v6r,1,P05305
107267,1v72,1,Q59IT3
107268,1v76,1,O59425
107269,1v7p,1,Q7T2Q1
107270,1v7q,1,Q53WB3
107271,1v7w,1,Q76IQ9
107272,1v8f,1,Q5SHF5
107273,1v8q,1,P60493
107274,1v90,1,P83256
107275,1v9e,1,P00921
107276,1utl,1,P35031
107277,1utn,1,P00760
107278,1utp,1,P00760
107279,1utu,1,Q7Z589
107280,1uu8,1,O15530
107281,1uug,1,P12295
107282,1uvg,1,Q9NQ38
107283,1uvo,1,P00772
107284,1uw4,1,Q9BZI7
107285,1uw5,1,Q00169
107286,1uw9,2,P00873
107287,1uwc,1,O42807
107288,1uwv,1,P55135
107289,1uwx,1,P19909
107290,1uxh,1,P80040
107291,1uxu,1,O57693
107292,1uxy,1,P08373
107293,1uy0,1,O07653
107294,1uy7,1,P07900
107295,1s9r,1,P23793
107296,1s9y,1,P04439
107297,1s9y,2,P61769
107298,1sa0,1,Q2HJ86
107299,1sa0,2,Q6B856
107300,1sa0,3,P63043
107301,1sa1,1,Q2HJ86
107302,1san,1,P02833
107303,1sap,1,P13123
107304,1sb7,1,Q57261
107305,1sbe,1,P05046
107306,1sbn,2,P01051
107307,1sbq,1,P75430
107308,1sc1,1,P29466
107309,1sc5,2,O66683
107310,1sc9,1,P52704
107311,1scb,1,P00780
107312,1scq,1,P52704
107313,1sd3,1,P42260
107314,1sdj,1,P37757
107315,1sdl,2,P68871
107316,1sdm,1,Q41460
107317,1sdq,1,P00431
107318,1p8d,2,Q15788
107319,1p8m,1,P07824
107320,1p93,2,Q15596
107321,1p97,1,Q99814
107322,1p9b,1,Q9U8D3
107323,1p9r,1,P37093
107324,1paj,1,P02973
107325,1par,3,P03050
107326,1pb0,1,P75914
107327,1pbd,1,P00438
107328,1pby,2,Q8VUS7
107329,1pc2,1,Q9Y3D6
107330,1pc4,1,P00214
107331,1pc5,1,P00214
107332,1pcg,1,P03372
107333,1pck,1,O66496
107334,1pcr,2,P0C0Y9
107335,1pdf,1,P10929
107336,1wsz,1,P16442
107337,1wt6,1,Q09013
107338,1wtn,1,P00698
107339,1wtq,2,P13123
107340,1wu9,1,Q15691
107341,1wuh,2,P21852
107342,1wui,2,P21852
107343,1wun,2,P08709
107344,1wun,1,P08709
107345,1wun,3,P13726
107346,1wv7,2,P08709
107347,1wv7,1,P08709
107348,1wvc,1,Q8Z5I4
107349,1wvg,1,P26397
107350,1ww1,1,Q9WZW8
107351,1ww3,1,P00489
107352,1wwn,1,O61668
107353,1wwp,1,Q5SKK7
107354,1wwq,1,P84089
107355,1wwt,1,P26639
107356,1wx4,2,Q83WS1
107357,1wx9,1,P46379
107358,1wxp,1,Q96FV9
107359,1wxs,1,P61960
107360,1vfb,3,P00698
107361,1vfl,1,P56658
107362,1vfm,1,Q08751
107363,1vfp,1,P04191
107364,1vg4,1,Q9X1M1
107365,1vg9,1,P37727
107366,1vgc,1,P00766
107367,1vgl,1,Q79V61
107368,1vgr,1,O06644
107369,1vgv,1,P27828
107370,1vh7,1,Q9X0C6
107371,1vha,1,P44815
107372,1vhl,1,P0A6I9
107373,1vht,1,P0A6I9
107374,1vhu,1,O28751
107375,1vhw,1,Q9KPM0
107376,1vi2,1,P0A6D5
107377,1vi5,1,O29132
107378,1vig,1,Q00341
107379,1vik,1,P12499
107380,1vit,1,P00735
107381,1rzo,1,P06750
107382,1rzu,1,P0A3F3
107383,1s09,1,P12995
107384,1s0o,3,Q97W02
107385,1s0w,1,P62593
107386,1s0w,2,P35804
107387,1s0x,1,P35398
107388,1s1g,1,Q9UK17
107389,1s1j,1,P77173
107390,1s1u,2,P04585
107391,1s21,1,Q9K2L5
107392,1s24,1,P00272
107393,1s26,2,P0DP23
107394,1vnf,1,P49053
107395,1vol,4,P28147
107396,1vp5,1,Q9X0A2
107397,1vpq,1,Q9X1W6
107398,1vpu,1,P19554
107399,1vpw,2,P0ACP7
107400,1vpx,1,Q9WYD1
107401,1vq4,30,P22452
107402,1vq4,18,P14119
107403,1vq4,26,P18138
107404,1vq4,27,P12736
107405,1vq5,10,P15825
107406,1vq5,28,P60619
107407,1vq6,5,P20276
107408,1vq6,7,P12735
107409,1vq6,10,P12743
107410,1vq7,29,P32410
107411,1vq7,31,P32411
107412,1vq7,9,P12743
107413,1vq7,22,P10972
107414,1vq7,26,P18138
107415,1vq8,22,P10972
107416,1vq8,24,P10971
107417,1vq8,28,P60619
107418,1vq9,29,P32410
107419,1vq9,6,P12735
107420,1vq9,7,P14124
107421,1vq9,22,P10972
107422,1vq9,25,P14121
107423,1vq9,26,P18138
107424,1vqk,9,P12743
107425,1vqk,13,P22450
107426,1vql,12,P29198
107427,1vql,24,P10971
107428,1vql,27,P12736
107429,1vqm,29,P32410
107430,1vqm,6,P12735
107431,1vqm,10,P15825
107432,1vqm,16,P14123
107433,1vqm,18,P14119
107434,1vqm,24,P10971
107435,1vqn,8,P14124
107436,1vqo,5,P20279
107437,1vqp,10,P15825
107438,1vqp,11,P60617
107439,1tjk,1,P59071
107440,1tjo,1,Q9HMP7
107441,1tjw,1,P24058
107442,1tjx,1,P21707
107443,1tjy,1,Q8ZKQ1
107444,1tk2,1,P29600
107445,1tk8,4,P0AA25
107446,1tk9,1,Q9PNE6
107447,1tkh,1,P80561
107448,1tkp,1,Q9HMP7
107449,1tkr,1,P27487
107450,1tky,1,P0A8M3
107451,1tl2,1,Q27084
107452,1tl6,1,P32267
107453,1tl7,2,P26769
107454,1tl8,4,P11387
107455,1tle,1,P02468
107456,1tlf,1,P03023
107457,1tlh,2,P00579
107458,1tm1,2,Q40059
107459,1tm7,1,P00782
107460,1tmb,3,P09945
107461,1tmg,1,P00782
107462,1tmi,1,Q9WZC3
107463,1tmj,1,P26281
107464,1tmn,1,P00800
107465,1tmr,1,P07204
107466,1tmt,2,P00734
107467,1tmt,4,P28504
107468,1tmu,1,P00734
107469,1tmy,1,Q56312
107470,1tns,1,P07636
107471,1to2,1,P00782
107472,1to9,1,P25052
107473,1toc,1,P00735
107474,1toh,1,P04177
107475,1toi,1,P00509
107476,1tol,1,P19934
107477,1tom,2,P00734
107478,1tp5,1,P31016
107479,1w4f,1,P11961
107480,1w4h,1,P0AFG6
107481,1w4k,1,Q8ZUR6
107482,1w4p,1,P61823
107483,1w4r,1,P04183
107484,1w56,1,Q59643
107485,1w5c,5,Q8DIP0
107486,1w5j,1,P03069
107487,1w5l,1,P03069
107488,1w61,1,Q4DA80
107489,1w6c,1,P46881
107490,1w6h,1,P46925
107491,1w6m,2,P09382
107492,1w6p,2,P09382
107493,1w6q,2,P09382
107494,1w6r,1,P04058
107495,1w6x,1,Q15080
107496,1w72,2,P61769
107497,1w7c,1,Q96X16
107498,1w7g,2,P09945
107499,1w7m,1,Q16773
107500,1w7p,3,Q06696
107501,1w81,1,O61130
107502,1w89,1,Q99757
107503,1qig,1,P04058
107504,1qih,1,P04058
107505,1qij,1,P04058
107506,1qim,1,P04058
107507,1qiq,1,P05326
107508,1qj7,2,P00734
107509,1qj9,1,P0A917
107510,1qjl,1,P04734
107511,1qju,1,Q82122
107512,1qjw,1,P07987
107513,1qk6,1,P56676
107514,1qku,1,P03372
107515,1qlb,1,P17412
107516,1qlb,2,P17596
107517,1qlf,1,P01899
107518,1qlh,1,P00327
107519,1qlr,1,Q6PJF2
107520,1qlz,1,P04156
107521,1qmb,1,P01009
107522,1qmc,1,P03366
107523,1qmh,1,P46849
107524,1qml,1,P05373
107525,1qmq,1,P00183
107526,1qmv,1,P32119
107527,1qmw,1,P15471
107528,1qn1,1,P00133
107529,1pis,1,P00592
107530,1piv,5,P03302
107531,1pjd,1,D6VTK4
107532,1pjz,1,O86262
107533,1pk2,1,P00750
107534,1pkd,1,P24941
107535,1pkj,1,Q57872
107536,1pkk,1,Q57872
107537,1pkm,1,P11979
107538,1pkn,1,P11974
107539,1pkr,1,P00747
107540,1pl2,1,P08263
107541,1pl5,1,P11978
107542,1plf,1,P02777
107543,1pls,1,P08567
107544,1plw,1,P01210
107545,1pm9,1,P04179
107546,1rj9,1,P83749
107547,1rjj,1,Q9FK81
107548,1rjt,1,O14625
107549,1rk8,3,P82804
107550,1rkb,1,Q9Y3D8
107551,1rkj,2,P08199
107552,1wbl,1,O24313
107553,1wbv,1,Q16539
107554,1wc2,1,P82186
107555,1wch,1,Q12923
107556,1wcm,7,P34087
107557,1wcm,11,P38902
107558,1wcq,1,Q02834
107559,1wcs,1,O44049
107560,1wd0,2,P13123
107561,1wd6,1,P0ACX3
107562,1wdt,1,Q5SI76
107563,1wdw,2,Q8U093
107564,1wdy,1,Q05823
107565,1we2,1,P9WPY3
107566,1we6,1,Q8RXF1
107567,1wee,1,Q9C810
107568,1wet,2,P0ACP7
107569,1wew,1,Q680Q4
107570,1t9o,1,P00268
107571,1t9t,1,P31224
107572,1ta9,1,O13702
107573,1tab,1,P00760
107574,1tae,1,Q837V6
107575,1taf,2,P49847
107576,1tap,1,P17726
107577,1tb7,1,Q08499
107578,1tbd,1,P03070
107579,1tbl,1,P07824
107580,1tbq,3,Q06684
107581,1tby,1,P61626
107582,1tbz,2,P00734
107583,1tcj,1,P01523
107584,1tco,1,P48452
107585,1tcw,1,P05896
107586,1td1,1,Q9BMI9
107587,1td2,1,P77150
107588,1tdf,1,P0A9P4
107589,1tdi,1,Q16772
107590,1tdk,1,Q6STF1
107591,1wjb,1,P12497
107592,1wjf,1,P04587
107593,1wjg,1,Q5SJV7
107594,1wjk,1,Q9CWB7
107595,1wkc,1,Q5SHW9
107596,1wkm,1,P56218
107597,1wkw,2,Q13541
107598,1wky,1,Q4W8M3
107599,1wls,1,O57797
107600,1wlx,1,O43707
107601,2bxh,1,P02768
107602,2bxt,3,P00734
107603,2by1,1,Q9RX51
107604,2byg,1,Q15700
107605,2byh,1,P07900
107606,2byy,1,P0A953
107607,2bzl,1,Q15678
107608,2bzs,1,P16083
107609,2bzt,1,P0C0L9
107610,2c02,1,P10153
107611,2c07,1,Q8I2S7
107612,2c0h,1,Q8WPJ2
107613,2dqa,1,Q8IU26
107614,2dqh,2,P01823
107615,2dqj,2,P01823
107616,2dqt,1,A2NHM3
107617,2dqu,2,P18527
107618,2dqu,1,A2NHM3
107619,2dr9,2,O28126
107620,2drd,1,P31224
107621,2dre,1,O04797
107622,2drn,2,Q12802
107623,2drq,1,Q9KB30
107624,2drs,1,Q9KB30
107625,2drw,1,Q9LCC8
107626,2dsh,1,O58456
107627,2dsn,1,Q842J9
107628,2dsw,1,Q6TMG6
107629,2dte,1,Q9HK51
107630,2dtm,2,P18527
107631,2dtt,1,O58368
107632,2du7,1,Q59054
107633,2du8,1,P14920
107634,2duc,1,P0C6U8
107635,2dum,1,O58553
107636,2duq,1,P49256
107637,2dvq,1,P25440
107638,2dvr,2,P02309
107639,2dvs,1,P25440
107640,1x2e,1,O32449
107641,1x2p,1,P55345
107642,1x2q,1,O75886
107643,1x31,1,Q50LF0
107644,1x32,1,O22265
107645,1x35,1,Q9EB06
107646,1x3l,1,O58231
107647,1x3s,1,Q9NP72
107648,1x3u,1,P10958
107649,1x49,1,Q03963
107650,1x4d,1,Q8K310
107651,1x4f,1,Q8K310
107652,1x4r,1,Q2EMV9
107653,1xfx,1,P40136
107654,1xg0,2,P30943
107655,1xge,1,P05020
107656,1xgn,1,P56218
107657,1xgo,1,P56218
107658,1xgp,1,P01837
107659,1xgt,3,P00698
107660,1xgu,1,P01837
107661,1xgv,1,Q9YE81
107662,1xgz,1,P04746
107663,1xhd,1,Q816R4
107664,1xhj,1,A0A0H2VHU6
107665,1xhk,1,Q58812
107666,1xhv,3,P17743
107667,1xhz,2,P03680
107668,1xi1,2,P03680
107669,1xi5,1,P49951
107670,1xiz,1,Q8ZL18
107671,1xjg,1,O33839
107672,1xjk,1,O33839
107673,1xjo,1,P80561
107674,1xjz,1,P09601
107675,1xk2,1,P09601
107676,1xk6,1,P31572
107677,1xk7,1,P31572
107678,1xk9,1,P11439
107679,2cgn,1,Q9NWT6
107680,2chi,1,P02794
107681,2chl,1,Q9Y6M4
107682,2chm,1,O76074
107683,2chm,1,Q07343
107684,2chp,1,P37960
107685,2chz,1,P48736
107686,2ci0,1,P9WPP9
107687,2ci9,1,P16333
107688,2cic,1,Q0P8G4
107689,2cir,1,Q03161
107690,2cj0,1,P04963
107691,2cj3,1,P46444
107692,2cj6,1,O49908
107693,2cjd,1,P9WQ77
107694,2cje,1,O15826
107695,2cjl,1,Q8CK55
107696,2cjm,2,P20248
107697,2cjs,1,Q62768
107698,2cjy,1,P42574
107699,2ck3,5,P05632
107700,2ckb,3,P01901
107701,2ckj,1,P47989
107702,2ckk,1,O60870
107703,1ymc,1,P68082
107704,1ymm,5,P01850
107705,1ymn,1,P61823
107706,1ymq,1,Q8A090
107707,1ymv,1,P0AE67
107708,1yn7,1,P01899
107709,1ynm,1,Q5I6E6
107710,1yny,1,Q5DLU2
107711,1yo0,1,P00918
107712,1yoz,1,O29321
107713,1yp2,1,P23509
107714,1yp6,1,P11588
107715,1ype,3,P01050
107716,1ypl,3,P01050
107717,1ypm,3,P01050
107718,1ypz,1,Q9BCZ1
107719,1yq9,2,P12944
107720,1yqf,1,Q4Q7K6
107721,1yqj,1,Q16539
107722,2cuh,1,P22105
107723,2cve,1,Q5SJF5
107724,2cvh,1,P95547
107725,2cvj,1,Q5SLC3
107726,2cvq,1,P10584
107727,2cvu,1,P21524
107728,2cvw,1,P21524
107729,2cw8,1,P77933
107730,2cwk,1,O58429
107731,2cwl,1,Q5SM21
107732,2cwn,1,Q93092
107733,2cwv,1,P46881
107734,2cxa,1,P0A8P1
107735,2cxc,1,Q9YAU4
107736,2cxf,1,Q9D394
107737,2cxp,1,P06745
107738,2cxr,1,P06745
107739,2cxy,1,Q8NFD5
107740,2cyd,1,P43457
107741,2cyf,1,P81460
107742,2cyf,1,P55915
107743,2cyh,1,P62937
107744,2cz4,1,Q5SKX7
107745,2cz7,1,P13448
107746,2cz8,1,Q5SIE3
107747,2cze,1,O58462
107748,2czg,1,O58056
107749,2czl,1,Q5SI12
107750,2czn,1,Q8U1H5
107751,2czw,1,P62009
107752,2d04,2,P19667
107753,1z3z,1,P16932
107754,1z4j,1,Q9NPB1
107755,1z4p,1,Q9NPB1
107756,1z4w,1,P04850
107757,1z4x,1,P04850
107758,1z4z,1,P04850
107759,1z5a,1,O05207
107760,1z5h,1,O93655
107761,1z5n,1,P0AF12
107762,1z5u,1,Q540U1
107763,1z6e,1,P00742
107764,1z6j,2,P08709
107765,1z6o,2,A0A7E5WTY7
107766,1z6q,1,P00489
107767,1z72,1,A0A0H2UP67
107768,1z7j,1,P02766
107769,1z7l,1,Q02053
107770,1z7p,1,Q5PSJ1
107771,1z7r,1,Q5PSJ1
107772,1z7s,1,P22055
107773,1z7w,1,P47998
107774,1z84,1,Q9FK51
107775,1x8j,1,Q26490
107776,1x8l,1,Q26490
107777,1x8o,1,Q94734
107778,1x8r,1,P0A6D3
107779,1x8z,1,Q9LNF2
107780,1x9b,1,Q9HL76
107781,1x9f,1,P13579
107782,1x9l,1,Q9RT80
107783,1x9n,4,P18858
107784,1x9y,1,P0C1S6
107785,1xa1,1,P18357
107786,1xa7,1,P18357
107787,1xad,1,Q5SIY4
107788,1xai,1,Q6GGU4
107789,1xak,1,P59635
107790,1xas,1,P26514
107791,1xb3,1,P00282
107792,1xb7,1,P11474
107793,1xbb,1,P43405
107794,1xbp,31,Q9RSK0
107795,1xbp,5,Q9RXK1
107796,1xbp,15,Q9RSL2
107797,1xbp,18,Q9RY64
107798,1xbz,1,P39304
107799,1xc6,1,Q700S9
107800,1xcd,1,P21793
107801,1xch,1,P68082
107802,1zmb,1,Q97LM8
107803,1zmq,1,Q01524
107804,1zmw,1,O08679
107805,1zn1,3,P0A805
107806,1zn3,1,Q00496
107807,1znd,1,P11589
107808,1znk,1,P11589
107809,1zo0,1,P54370
107810,1zo4,1,P14779
107811,1zo9,1,P14779
107812,1zok,1,Q62696
107813,1zos,1,Q8DQ16
107814,1zp4,1,P0AEZ1
107815,1zpc,1,P03951
107816,1zpd,1,P06672
107817,1zq9,1,Q9UNQ2
107818,1zqb,3,P06746
107819,1zqn,3,P06746
107820,1zqr,3,P06746
107821,1xtb,1,Q9N1E2
107822,1xtd,1,E9AXF0
107823,1xtk,1,Q13838
107824,1xu1,2,O14836
107825,1xu5,2,P18798
107826,1xu5,3,P11987
107827,1xu6,1,P26332
107828,1xvd,2,P18798
107829,1xve,2,P18798
107830,1xvf,1,P22869
107831,1xvx,1,A1JLH5
107832,1xw5,1,P28161
107833,1xwg,1,P08263
107834,1xwl,1,P52026
107835,1xwn,1,Q9Y3C6
107836,1xwr,1,P03042
107837,1xwv,1,Q00855
107838,1xwy,1,P27859
107839,1xx3,1,P02929
107840,1xx8,1,P13123
107841,1xx9,2,P23827
107842,1xxa,1,P0A6D0
107843,2a97,1,P30996
107844,2a9c,1,P07850
107845,2a9i,1,Q8R4K2
107846,2a9p,1,Q9S1K0
107847,2aa1,2,P45721
107848,2aaf,1,P13981
107849,2aax,1,P08235
107850,1y85,2,P68871
107851,1y8o,1,Q15120
107852,1y8r,3,P63165
107853,1y96,1,Q8WXD5
107854,1y97,1,Q9BQ50
107855,1ya0,1,Q92540
107856,1ya6,3,P04519
107857,1yad,1,P25053
107858,1yar,3,Q9U8G2
107859,1yas,1,P52704
107860,1yb6,1,P52704
107861,1ybe,1,Q8UIS9
107862,1ybf,1,Q7MVU1
107863,1ybh,1,P17597
107864,2azm,1,Q14676
107865,2azy,1,P00592
107866,2azz,1,P00592
107867,2b00,1,P00592
107868,2b0c,1,P0A8Y3
107869,2b0g,1,P43332
107870,2b0l,1,P39779
107871,2b0s,3,P05877
107872,2b10,1,P00431
107873,2b1g,1,P31335
107874,2b1o,1,P54657
107875,2b24,2,Q7BSK6
107876,2b26,1,P25294
107877,2b2c,1,G5EFG3
107878,2b2k,1,Q46822
107879,2b2t,3,P68431
107880,2b31,1,Q8SPQ0
107881,2b38,1,P85175
107882,2b3a,1,Q12967
107883,2b3f,1,Q72KX2
107884,2b3o,1,P29350
107885,2b3r,1,Q61194
107886,2b3s,1,P0AEG4
107887,2b3t,2,P0A7I0
107888,1yve,1,Q01292
107889,1yvq,2,P68871
107890,1yvz,1,P26660
107891,1yw1,1,O34974
107892,1yw4,1,Q7NU26
107893,1yw8,1,P50579
107894,1ywf,1,P96830
107895,1ywh,1,Q03405
107896,1ywl,1,Q830S9
107897,1ywr,1,P47811
107898,1ywx,1,P61193
107899,1yx7,1,Q25088
107900,1yy6,2,P03211
107901,1yy7,1,A0A2U2GZL1
107902,1yya,1,Q5SJR1
107903,1yyf,2,P39070
107904,1yyr,1,P13513
107905,2b8o,3,P13726
107906,2b8u,1,P05112
107907,2b96,1,P00593
107908,2b99,1,Q58584
107909,2b9b,1,P04849
107910,2baj,1,Q16539
107911,2bb5,1,P20062
107912,2bb7,1,P0AE18
107913,2bbk,2,P22619
107914,2bbl,1,P03300
107915,2bbs,1,P13569
107916,2bbw,1,P27144
107917,2bc1,1,Q5XC60
107918,2bcs,4,Q9UGP5
107919,2bcu,4,Q9UGP5
107920,2bcx,1,P62149
107921,2bd1,1,P00593
107922,2bd8,2,P00772
107923,2bda,2,P00772
107924,2bdg,1,Q9Y5K2
107925,2c8m,1,Q9HKT1
107926,2c8o,1,P00698
107927,2c8q,1,P01308
107928,2c8w,3,P09945
107929,2c92,1,P9WHE9
107930,2c9a,1,P28827
107931,2c9h,1,Q9NWU1
107932,2c9k,1,P16480
107933,2c9t,2,P50983
107934,2ca2,1,P00918
107935,2ca3,2,Q9LA15
107936,2ca4,1,Q9LA16
107937,2cas,1,Q11213
107938,2caz,3,Q99176
107939,2cbc,1,P00918
107940,2cbd,1,P00918
107941,2cbl,2,P43403
107942,2cbs,1,P29373
107943,2cbt,1,P0A3R9
107944,1zuz,2,Q9UIK4
107945,1zv1,1,P23023
107946,1zv9,1,Q7WYN3
107947,1zvi,1,P29476
107948,1zvl,1,P29476
107949,1zvz,2,P54939
107950,1zwm,1,O35486
107951,1zwn,1,P00720
107952,1zwv,1,P11182
107953,1zwy,1,Q9KU27
107954,1zx5,1,O30200
107955,1zxn,1,P11388
107956,1zy3,1,Q92843
107957,1zyr,1,Q5SHR6
107958,1zyr,4,Q8RQE7
107959,1zyr,5,Q5SKW1
107960,1zz0,1,Q70I53
107961,2bet,1,P9WKD7
107962,2bev,2,P21953
107963,2bew,1,P12694
107964,2bez,1,P59594
107965,2bf5,1,Q00459
107966,2bfe,2,P21953
107967,2bfl,1,P04190
107968,2bfq,1,O28751
107969,2bfu,1,P03599
107970,2bfu,2,P03599
107971,2bg2,1,P04190
107972,2bgc,1,P22262
107973,2bgj,1,Q9L6V3
107974,2bgl,1,Q94KL8
107975,2bhm,1,Q7CEG3
107976,2bhs,1,P16703
107977,2bi6,2,P01068
107978,2bi8,1,Q48485
107979,2bie,1,Q9RME2
107980,2bil,2,P11309
107981,2cop,1,Q9BR61
107982,2cp3,1,Q9UDT6
107983,2cpf,1,Q8R3C6
107984,2cpk,2,P63248
107985,2cpn,1,Q15633
107986,2cpp,1,P00183
107987,2cpw,1,Q8TF42
107988,2djm,1,P07683
107989,2dk3,1,Q9ULT8
107990,2dk5,1,Q9H1D9
107991,2dk9,1,Q8TDZ2
107992,2dkc,1,Q9P4V2
107993,2dl1,1,Q8N0X7
107994,2dl3,1,Q9BX66
107995,1xna,1,P18887
107996,1xng,1,O25096
107997,1xnl,1,P0DTM5
107998,1xnq,13,P80376
107999,1xnr,4,P80371
108000,1xnr,16,P0DOY6
108001,1xo1,1,P06229
108002,1xon,1,Q08499
108003,1xoz,1,O76074
108004,1xp3,1,Q81LV1
108005,1xp6,1,P03372
108006,1y1k,1,P00782
108007,1y1k,2,Q40059
108008,1y1s,1,P0A1F6
